ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
15,HAWAII,HI,15003,Honolulu,15003008301,"Census Tract 83.01, Honolulu County, Hawaii",5.743620919432,4951,461,1566,50,1393,87,174,98,169,76,28297,2840,247,142,172,66,1757,247,419,166,129,58,2996,546,100,103,77,65,6,9,174,79,0,11,0,11,3.5,2.1,8.0,3.7,28297.0,2840.0,8.7,4.5,3.5,1.3,35.5,3.7,9.1,3.5,9.3,4.1,60.5,9.5,2.3,2.4,4.9,4.2,0.4,0.6,12.5,5.6,0.0,2.0,0.0,0.2,0.1511,0.8782,0.6869,0.6624,2.3786,0.6613,0.0637,0.965,0.2733,0.7898,2.0918,0.5627,0.1847,0.4299,0.6146,0.2643,0.4586,0.8071,0.758,0.0,0.0,2.0237,0.4502,7.1087,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,152,88,3.3,1.9,5404
15,HAWAII,HI,15003,Honolulu,15003008302,"Census Tract 83.02, Honolulu County, Hawaii",0.591615600356,6908,920,1369,31,1264,75,616,241,151,82,26830,4589,575,206,1020,176,1880,398,611,196,64,44,6632,933,437,235,54,48,9,15,329,108,23,21,87,45,9.0,3.7,4.3,2.1,26830.0,4589.0,13.1,3.7,14.8,3.1,27.2,4.5,8.9,3.3,5.1,3.5,96.0,4.4,6.8,3.6,3.9,3.6,0.7,1.1,26.0,8.4,1.8,1.6,1.3,0.6,0.5627,0.5769,0.754,0.8471,2.7407,0.7871,0.3121,0.8662,0.2444,0.4204,1.8431,0.3794,0.9395,0.7611,1.7006,0.9013,0.4395,0.8875,0.9586,0.1833,0.6752,3.1441,0.8585,9.4285,0.829,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,206,93,3.0,1.2,3692
15,HAWAII,HI,15003,Honolulu,15003008402,"Census Tract 84.02, Honolulu County, Hawaii",0.5996357111,7809,702,1965,71,1786,113,932,268,132,69,26317,2023,715,224,1228,211,1873,288,981,186,94,58,7043,734,501,164,59,35,16,25,283,85,56,37,135,97,12.0,3.4,3.2,1.6,26317.0,2023.0,13.2,3.8,15.7,2.4,24.0,3.0,12.8,2.5,5.3,3.2,90.2,4.8,6.9,2.2,3.0,1.8,0.8,1.3,15.8,4.7,3.1,2.1,1.7,1.2,0.7363,0.3686,0.7796,0.8567,2.7412,0.7903,0.3312,0.742,0.6881,0.4459,2.2072,0.6495,0.7771,0.7675,1.5446,0.8312,0.414,0.8971,0.8344,0.3183,0.7166,3.1804,0.8682,9.6734,0.8484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,169,4.1,2.3,2448
15,HAWAII,HI,15003,Honolulu,15003008405,"Census Tract 84.05, Honolulu County, Hawaii",0.416348072374,4296,426,1272,34,1154,87,109,87,36,46,34221,3195,115,70,278,117,991,238,353,121,68,61,3915,456,89,83,0,15,8,14,75,40,27,24,0,11,2.5,2.0,1.4,1.7,34221.0,3195.0,3.9,2.3,6.5,2.7,23.1,5.0,8.4,2.8,5.9,5.3,91.1,5.6,2.2,2.1,0.0,1.2,0.6,1.1,6.5,3.4,2.3,2.1,0.0,0.3,0.0643,0.0962,0.4856,0.2643,0.9104,0.1323,0.0924,0.7166,0.1768,0.5127,1.4985,0.1511,0.8185,0.4076,1.2261,0.6497,0.0,0.865,0.4809,0.2379,0.0,1.5838,0.2797,5.2188,0.2032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,43,1.1,1.0,2149
15,HAWAII,HI,15003,Honolulu,15003008406,"Census Tract 84.06, Honolulu County, Hawaii",0.890857391722,7052,490,1732,55,1725,57,260,260,95,45,34670,3161,151,64,487,138,2453,394,567,226,164,80,5800,609,108,94,9,21,10,16,191,85,9,15,0,15,3.7,3.7,3.0,1.4,34670.0,3161.0,3.8,1.6,6.9,1.9,34.8,5.0,8.5,3.2,9.5,4.6,82.2,6.5,1.7,1.5,0.5,1.2,0.6,0.9,11.1,5.0,0.5,0.9,0.0,0.2,0.1736,0.3301,0.4601,0.2516,1.2154,0.2161,0.0987,0.9618,0.1897,0.7994,2.0496,0.5305,0.5032,0.3153,0.8185,0.3885,0.1943,0.865,0.707,0.0547,0.0,1.821,0.3633,5.9045,0.3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,77,58,1.2,0.9,2227
15,HAWAII,HI,15003,Honolulu,15003008407,"Census Tract 84.07, Honolulu County, Hawaii",0.282303882728,4007,428,1136,29,1103,49,482,424,61,41,32704,4590,141,95,246,102,1266,291,222,98,57,62,3197,490,31,49,0,15,0,11,59,55,12,18,0,11,12.1,9.8,3.1,2.1,32704.0,4590.0,5.7,3.7,6.1,2.5,31.6,6.4,5.7,2.5,5.2,5.7,79.8,8.8,0.8,1.3,0.0,1.4,0.0,2.4,5.3,5.0,1.1,1.6,0.0,0.3,0.7428,0.3558,0.5335,0.4331,2.0652,0.5355,0.0828,0.9427,0.0482,0.4363,1.51,0.1543,0.4682,0.1401,0.6083,0.2548,0.0,0.0,0.3885,0.1093,0.0,0.4978,0.0225,4.6813,0.1484,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,73,70,1.9,1.8,1904
15,HAWAII,HI,15003,Honolulu,15003008408,"Census Tract 84.08, Honolulu County, Hawaii",1.562224290688,8391,732,2619,123,2489,156,85,74,146,98,40017,3849,159,75,719,199,2656,433,607,157,156,74,5769,861,102,98,38,39,0,15,158,96,38,32,0,15,1.0,0.9,3.9,2.5,40017.0,3849.0,3.0,1.4,8.6,2.3,31.7,4.4,7.8,2.0,6.3,3.0,68.8,8.3,1.4,1.3,1.5,1.5,0.0,1.0,6.3,3.8,1.5,1.3,0.0,0.2,0.0096,0.5192,0.2907,0.172,0.9915,0.1645,0.1178,0.9459,0.1447,0.5669,1.7753,0.3408,0.2962,0.2611,0.5573,0.2293,0.3344,0.0,0.4554,0.1415,0.0,0.9313,0.1029,4.2554,0.0839,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,389,227,5.0,2.9,2971
15,HAWAII,HI,15003,Honolulu,15003008410,"Census Tract 84.10, Honolulu County, Hawaii",0.713799508766,4831,568,1429,55,1339,84,107,89,56,39,37224,4470,157,86,509,164,1268,353,443,141,113,55,4136,617,99,68,9,18,0,11,160,89,8,13,0,11,2.2,1.8,2.2,1.6,37224.0,4470.0,4.8,2.6,10.5,3.6,26.2,6.6,9.5,3.2,8.4,4.1,85.6,7.9,2.2,1.5,0.6,1.3,0.0,1.9,11.9,6.7,0.6,1.0,0.0,0.2,0.0482,0.2244,0.3706,0.3726,1.0158,0.1742,0.1656,0.8217,0.3055,0.7325,2.0253,0.4952,0.5955,0.4076,1.0031,0.5127,0.2197,0.0,0.7325,0.0643,0.0,1.0165,0.135,5.0607,0.1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,31,0.8,0.7,1514
15,HAWAII,HI,15003,Honolulu,15003008411,"Census Tract 84.11, Honolulu County, Hawaii",0.498690501506,3601,409,1196,38,1151,65,107,86,99,64,33558,3929,133,75,355,132,711,184,447,126,22,20,3265,425,145,143,339,118,0,11,193,82,49,37,0,11,3.0,2.4,4.6,3.0,33558.0,3929.0,5.2,3.0,9.9,3.6,19.7,4.6,12.8,2.9,1.9,1.8,90.7,5.8,4.4,4.3,28.3,9.9,0.0,2.3,16.8,7.1,4.3,3.3,0.0,0.3,0.1125,0.6218,0.4952,0.4076,1.6371,0.3548,0.1369,0.4904,0.6881,0.1338,1.4492,0.1286,0.7994,0.6465,1.4459,0.7866,0.7261,0.0,0.8408,0.4502,0.0,2.0171,0.4469,6.5493,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,64,2.8,1.9,1125
15,HAWAII,HI,15003,Honolulu,15003008412,"Census Tract 84.12, Honolulu County, Hawaii",0.255365546188,7611,722,2326,82,2326,82,399,206,138,86,32472,4072,339,215,795,236,1919,447,586,187,310,120,6636,788,110,83,92,63,0,15,391,155,43,44,0,15,5.3,2.7,3.2,1.9,32472.0,4072.0,6.5,4.0,10.4,3.1,25.2,5.4,7.9,2.5,13.3,5.2,87.2,6.2,1.6,1.2,4.0,2.7,0.0,1.2,16.8,6.7,1.8,1.9,0.0,0.2,0.3183,0.3686,0.5431,0.5287,1.7587,0.3968,0.1624,0.793,0.1608,0.9268,2.043,0.5241,0.6561,0.293,0.9491,0.4745,0.4427,0.0,0.8408,0.1833,0.0,1.4668,0.2251,6.2176,0.3645,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,82,56,1.1,0.7,1659
15,HAWAII,HI,15003,Honolulu,15003008502,"Census Tract 85.02, Honolulu County, Hawaii",7.63509369062,2666,560,766,32,628,79,727,346,176,132,23146,3096,195,127,157,69,446,158,406,178,58,39,2245,574,129,189,251,53,0,11,62,43,99,59,891,467,28.5,9.8,12.3,8.5,23146.0,3096.0,10.9,5.9,5.9,2.5,16.7,4.8,16.5,6.1,9.2,6.2,84.2,12.3,5.2,7.5,32.8,6.8,0.0,3.5,9.9,6.9,15.8,9.3,33.4,16.1,0.9582,0.9487,0.8658,0.7675,3.5402,0.9645,0.0764,0.2834,0.9068,0.7834,2.05,0.5338,0.5541,0.6943,1.2484,0.6561,0.7548,0.0,0.6529,0.8296,0.965,3.2023,0.8714,10.0409,0.8903,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,1,1,4,95,73,3.9,2.9,6280
15,HAWAII,HI,15003,Honolulu,15003008606,"Census Tract 86.06, Honolulu County, Hawaii",2.292770973704,12017,1141,3026,81,2915,125,569,247,434,231,29416,2665,547,190,1115,271,3467,696,1093,252,166,102,10909,1196,325,194,30,34,0,17,500,199,127,83,0,17,4.7,2.1,7.0,3.5,29416.0,2665.0,7.2,2.3,9.3,2.5,28.9,5.1,9.3,2.2,5.7,3.5,90.8,5.0,2.9,1.7,1.0,1.1,0.0,0.9,17.2,6.8,4.4,2.9,0.0,0.1,0.2669,0.8333,0.6422,0.5764,2.3188,0.6355,0.1242,0.8981,0.2926,0.4904,1.8053,0.3666,0.8057,0.5096,1.3153,0.6943,0.2834,0.0,0.8567,0.4534,0.0,1.5935,0.2862,7.0329,0.4871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,236,4.3,1.9,4989
15,HAWAII,HI,15003,Honolulu,15003008609,"Census Tract 86.09, Honolulu County, Hawaii",1.059822576758,2022,298,767,16,600,65,59,32,30,29,37451,5949,41,30,309,74,449,163,267,74,34,31,1544,325,25,48,10,14,5,9,43,31,0,11,16,8,2.9,1.8,3.1,3.0,37451.0,5949.0,3.0,2.1,15.3,4.0,22.2,7.4,14.0,4.1,5.7,5.1,76.4,11.5,1.3,2.5,1.3,1.9,0.7,1.2,7.2,5.1,0.0,4.5,0.8,0.4,0.0932,0.3558,0.3514,0.172,0.9724,0.1581,0.3217,0.6783,0.7556,0.4904,2.246,0.6785,0.3949,0.2357,0.6306,0.2803,0.3185,0.8875,0.5223,0.0,0.5701,2.2984,0.5434,6.1474,0.3419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,59,4.7,2.9,1598
15,HAWAII,HI,15003,Honolulu,15003008610,"Census Tract 86.10, Honolulu County, Hawaii",0.822896489886,876,160,969,28,392,74,25,16,35,29,62308,9502,14,14,171,60,122,49,115,53,5,14,256,204,6,43,293,65,0,11,0,15,5,7,0,11,2.9,1.8,8.4,6.7,62308.0,9502.0,2.0,1.9,19.5,6.1,13.9,5.0,14.1,5.7,1.3,3.6,29.2,22.7,0.8,5.5,30.2,6.7,0.0,2.8,0.0,4.0,1.3,1.8,0.0,1.3,0.0932,0.8974,0.0415,0.1051,1.1372,0.1968,0.5541,0.1688,0.7621,0.0892,1.5742,0.1833,0.0127,0.1401,0.1528,0.051,0.7389,0.0,0.0,0.1254,0.0,0.8643,0.0932,3.7285,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,2.6,2.5,4217
15,HAWAII,HI,15003,Honolulu,15003008611,"Census Tract 86.11, Honolulu County, Hawaii",5.043019535332,0,11,12,19,0,11,0,11,0,11,-999,-999,0,11,0,11,0,11,0,11,0,15,0,15,0,44,0,15,0,11,0,15,0,11,0,11,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,130.0,0.0,78.7,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,11,-999.0,-999.0,187
15,HAWAII,HI,15003,Honolulu,15003008612,"Census Tract 86.12, Honolulu County, Hawaii",1.952346384712,6323,583,2069,44,2013,66,338,155,281,136,38175,3698,106,79,614,158,1540,308,531,147,197,88,4601,725,54,74,265,86,0,15,148,79,76,38,0,15,5.4,2.5,8.3,3.6,38175.0,3698.0,2.5,1.8,9.7,2.5,24.4,4.3,8.6,2.6,9.8,4.4,72.8,9.3,0.9,1.3,12.8,4.2,0.0,1.3,7.4,4.0,3.8,1.9,0.0,0.2,0.3344,0.8878,0.3355,0.1433,1.701,0.371,0.1306,0.758,0.1994,0.8121,1.9001,0.4244,0.3408,0.1815,0.5223,0.2134,0.5637,0.0,0.5382,0.4019,0.0,1.5038,0.2412,5.6272,0.2484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,122,4.3,1.9,1690
15,HAWAII,HI,15003,Honolulu,15003008613,"Census Tract 86.13, Honolulu County, Hawaii",0.109379607784,931,304,247,48,213,41,26,18,36,37,33411,5880,36,18,134,44,213,119,96,42,7,8,867,304,2,42,18,26,0,11,29,22,0,11,9,8,2.8,2.0,6.6,5.4,33411.0,5880.0,6.4,3.4,14.4,7.0,22.9,10.4,10.3,5.1,3.3,3.9,93.1,12.2,0.2,4.9,7.3,10.6,0.0,10.5,13.6,10.4,0.0,12.1,1.0,0.8,0.0836,0.7949,0.5112,0.5127,1.9024,0.4484,0.293,0.7038,0.3891,0.2516,1.6375,0.2315,0.879,0.0287,0.9077,0.4427,0.5,0.0,0.7803,0.0,0.621,1.9013,0.4019,6.3489,0.3806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,1.3,1.6,263
15,HAWAII,HI,15003,Honolulu,15003008614,"Census Tract 86.14, Honolulu County, Hawaii",29.126790861446,10583,1068,3177,104,3087,128,637,306,226,143,35778,4785,588,220,1051,307,3183,634,940,298,452,176,8600,1168,289,183,546,196,0,17,268,120,118,95,54,37,6.1,3.0,4.3,2.7,35778.0,4785.0,9.0,3.4,9.9,3.2,30.1,5.2,9.1,2.9,14.6,5.7,81.3,7.4,3.0,1.9,17.2,6.2,0.0,0.9,8.7,3.9,3.8,3.1,0.5,0.3,0.3762,0.5769,0.4281,0.6783,2.0595,0.529,0.1369,0.9236,0.2733,0.949,2.2828,0.7042,0.4873,0.5318,1.0191,0.5255,0.6465,0.0,0.6083,0.4019,0.4809,2.1376,0.492,7.499,0.5903,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,141,92,1.4,0.9,5075
15,HAWAII,HI,15003,Honolulu,15003008617,"Census Tract 86.17, Honolulu County, Hawaii",1.556462490542,10324,852,2765,83,2673,111,377,123,108,80,26197,2059,1004,327,1829,415,2757,555,1297,320,204,121,9435,937,686,250,335,123,0,17,453,153,248,111,26,15,3.7,1.3,2.1,1.6,26197.0,2059.0,15.1,4.4,17.7,4.4,26.7,4.9,12.8,3.0,7.6,4.5,91.4,5.0,7.1,2.5,12.1,4.4,0.0,1.0,16.9,5.7,9.3,4.1,0.3,0.1,0.1736,0.1923,0.7827,0.8949,2.0435,0.5194,0.4459,0.8376,0.6881,0.6815,2.6531,0.8971,0.8408,0.7739,1.6147,0.8694,0.5605,0.0,0.8471,0.7203,0.4236,2.5515,0.6559,8.8628,0.7839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,154,3.6,1.5,3571
15,HAWAII,HI,15003,Honolulu,15003008622,"Census Tract 86.22, Honolulu County, Hawaii",0.984345427288,4490,556,1066,35,1015,58,287,179,123,64,28098,2967,206,87,708,120,1239,324,544,145,95,64,4014,576,196,118,8,17,0,11,139,61,22,25,14,15,6.4,3.9,5.4,2.7,28098.0,2967.0,7.2,3.0,15.8,3.1,27.6,6.4,12.3,3.3,9.4,6.3,89.4,6.5,4.8,2.9,0.8,1.6,0.0,2.5,13.7,6.0,2.2,2.5,0.3,0.3,0.3859,0.7115,0.7061,0.5764,2.3799,0.6645,0.3344,0.8758,0.6334,0.793,2.6366,0.8907,0.7548,0.6847,1.4395,0.7771,0.2548,0.0,0.7898,0.2251,0.4236,1.6933,0.3183,8.1493,0.7032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,112,3.6,2.3,1754
15,HAWAII,HI,15003,Honolulu,15003008701,"Census Tract 87.01, Honolulu County, Hawaii",1.08682693674,8232,862,1776,74,1700,95,438,267,168,95,28511,2534,691,182,1637,243,1535,321,1105,278,106,76,8026,886,841,269,152,67,8,12,339,106,103,72,298,183,5.4,3.3,3.7,2.1,28511.0,2534.0,11.8,3.0,19.9,3.0,18.6,3.4,13.7,3.6,6.2,4.5,97.5,3.4,11.1,3.4,8.6,3.8,0.5,0.7,19.9,6.1,6.1,4.1,3.6,2.2,0.3344,0.4744,0.6805,0.8057,2.295,0.629,0.5796,0.4108,0.7395,0.5414,2.2713,0.6945,0.9713,0.8917,1.863,0.965,0.5255,0.8328,0.9013,0.5916,0.8217,3.6729,0.9614,10.1022,0.8935,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2,113,61,1.4,0.7,5246
15,HAWAII,HI,15003,Honolulu,15003008702,"Census Tract 87.02, Honolulu County, Hawaii",0.41489555665,5772,730,1650,57,1602,77,671,270,130,76,19951,1976,659,165,1057,184,1220,332,678,177,120,68,5660,732,888,291,745,124,7,11,388,113,301,97,116,112,11.8,4.9,4.3,2.2,19951.0,1976.0,17.0,4.1,18.3,3.6,21.1,5.1,11.9,3.3,7.5,4.2,98.1,2.7,16.2,4.9,45.2,7.4,0.4,0.7,24.2,7.0,18.8,6.0,2.0,1.9,0.7138,0.5769,0.9329,0.9331,3.1567,0.8935,0.4809,0.6019,0.5981,0.672,2.3529,0.7685,0.9841,0.9522,1.9363,0.9873,0.7962,0.8071,0.9331,0.8617,0.7452,4.1433,0.9936,11.5892,0.9903,0,0,1,1,2,0,0,0,0,0,1,1,2,0,0,1,0,0,1,5,408,201,7.2,3.3,3804
15,HAWAII,HI,15003,Honolulu,15003008703,"Census Tract 87.03, Honolulu County, Hawaii",0.751195804078,7313,700,1760,40,1635,81,1417,479,281,110,19410,2185,495,179,519,133,2104,375,543,147,316,113,6990,711,502,199,473,108,0,15,631,140,106,68,79,67,19.5,6.2,7.3,2.8,19410.0,2185.0,12.0,4.2,7.1,1.9,28.8,4.3,7.5,2.0,19.3,6.8,95.6,3.3,7.7,3.0,26.9,6.2,0.0,1.5,38.6,8.4,6.5,4.2,1.1,0.9,0.9003,0.8558,0.9553,0.8185,3.5299,0.9613,0.1019,0.8917,0.135,0.9904,2.119,0.5884,0.9268,0.7962,1.723,0.9108,0.7229,0.0,1.0,0.6077,0.6465,2.9771,0.8232,10.349,0.9226,1,0,1,0,2,0,0,0,1,1,1,0,1,0,0,1,0,0,1,5,540,179,7.5,2.5,6103
15,HAWAII,HI,15003,Honolulu,15003008800,"Census Tract 88, Honolulu County, Hawaii",0.576943724356,8917,1057,1612,60,1519,85,708,261,207,87,25218,3205,1124,476,1922,291,1936,455,1360,261,59,47,8685,1066,882,269,69,42,0,15,303,117,91,49,533,269,8.3,3.1,4.8,2.1,25218.0,3205.0,18.0,6.5,21.6,2.6,21.7,4.4,15.9,3.5,3.9,3.1,97.4,3.1,10.5,3.0,4.3,2.6,0.0,1.7,19.9,7.7,6.0,3.2,6.0,2.9,0.5145,0.6506,0.8019,0.9395,2.9065,0.8323,0.6879,0.6497,0.8939,0.2962,2.5277,0.8617,0.965,0.8854,1.8504,0.9586,0.449,0.0,0.9013,0.582,0.8854,2.8177,0.7588,10.1023,0.8968,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,3,159,78,1.9,0.9,4646
15,HAWAII,HI,15003,Honolulu,15003008906,"Census Tract 89.06, Honolulu County, Hawaii",0.640229317074,3814,417,1358,33,1284,68,275,191,25,25,34876,4509,132,73,992,186,811,304,427,156,52,40,3304,435,17,47,241,65,0,11,59,60,29,27,0,11,7.2,5.0,1.4,1.4,34876.0,4509.0,4.9,2.5,26.0,5.2,21.3,7.6,11.6,4.2,4.0,3.1,86.6,6.4,0.5,1.3,17.7,4.8,0.0,2.0,4.6,4.7,2.3,2.0,0.0,0.3,0.4341,0.0962,0.4537,0.3917,1.3757,0.2677,0.8694,0.6178,0.5531,0.3057,2.346,0.7524,0.6433,0.0955,0.7388,0.3344,0.6624,0.0,0.328,0.2379,0.0,1.2283,0.1736,5.6888,0.2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,73,2.1,2.0,1459
15,HAWAII,HI,15003,Honolulu,15003008907,"Census Tract 89.07, Honolulu County, Hawaii",0.514846939696,4204,307,1307,33,1260,62,402,167,105,59,28285,2880,202,85,705,148,1022,212,631,149,171,72,3643,352,124,69,227,76,0,11,44,28,84,50,0,11,9.6,4.0,5.3,2.7,28285.0,2880.0,7.4,3.1,16.8,3.4,24.3,4.7,15.2,3.6,13.6,5.7,86.7,5.5,3.0,1.7,17.4,5.9,0.0,2.1,3.5,2.3,6.7,3.9,0.0,0.3,0.6141,0.6923,0.6901,0.6083,2.6048,0.7484,0.3949,0.7516,0.8521,0.9331,2.9317,0.9582,0.6497,0.5318,1.1815,0.6369,0.6561,0.0,0.2516,0.627,0.0,1.5347,0.2701,8.2527,0.7129,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,150,74,3.6,1.8,4476
15,HAWAII,HI,15003,Honolulu,15003008908,"Census Tract 89.08, Honolulu County, Hawaii",1.857564907446,5907,397,1839,30,1803,54,170,212,39,27,36347,3097,180,90,1429,200,1347,277,621,126,106,72,5018,466,74,78,9,19,9,14,41,30,51,34,0,15,2.9,3.7,1.4,1.0,36347.0,3097.0,4.4,2.1,24.2,4.3,22.8,4.4,10.6,2.2,5.9,4.0,85.0,5.4,1.3,1.4,0.5,1.1,0.5,0.8,2.3,1.7,2.8,1.8,0.0,0.3,0.0932,0.0962,0.4026,0.3217,0.9137,0.1387,0.8089,0.7006,0.4244,0.5127,2.4466,0.8264,0.5732,0.2357,0.8089,0.3822,0.1943,0.8328,0.1624,0.2862,0.0,1.4757,0.2283,5.6449,0.2581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,79,1.8,1.3,2043
15,HAWAII,HI,15003,Honolulu,15003008909,"Census Tract 89.09, Honolulu County, Hawaii",0.387768416232,4132,354,1272,34,1272,34,352,277,59,47,34455,3932,95,49,885,144,867,236,455,147,96,60,3475,471,83,65,104,44,0,11,144,66,8,12,0,11,8.5,6.5,3.0,2.3,34455.0,3932.0,3.3,1.7,21.4,4.1,21.0,5.4,11.2,3.7,7.5,4.7,84.1,8.8,2.2,1.7,8.2,3.5,0.0,2.1,11.3,5.2,0.6,1.0,0.0,0.3,0.5241,0.3301,0.4728,0.2102,1.5372,0.3097,0.6752,0.5892,0.4984,0.672,2.4348,0.8167,0.551,0.4076,0.9586,0.4777,0.5159,0.0,0.7166,0.0643,0.0,1.2968,0.1994,6.2274,0.3677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,151,4.2,3.6,1796
15,HAWAII,HI,15003,Honolulu,15003008912,"Census Tract 89.12, Honolulu County, Hawaii",0.192272618368,2968,461,475,36,458,42,288,216,40,19,27428,4583,354,138,765,163,552,154,420,144,27,22,2725,505,382,151,0,15,0,11,129,53,4,6,233,157,10.1,7.1,2.7,1.3,27428.0,4583.0,16.2,6.0,25.8,5.5,18.6,4.3,14.6,4.6,5.9,4.9,91.8,9.3,13.5,4.9,0.0,3.3,0.0,5.6,28.2,11.4,0.9,1.3,7.9,5.1,0.6302,0.2885,0.7252,0.9236,2.5675,0.7323,0.8631,0.4108,0.8039,0.5127,2.5905,0.8778,0.8567,0.9236,1.7803,0.9427,0.0,0.0,0.9745,0.09,0.9076,1.9721,0.4373,8.9104,0.7871,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,2,4,125,91,4.4,3.1,1334
