ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
15,HAWAII,HI,15001,Hawaii,15001021800,"Census Tract 218, Hawaii County, Hawaii",140.969799289908,6045,739,2576,144,2013,201,935,384,260,123,28883,3254,223,74,1245,270,1326,350,1082,194,228,131,4042,896,86,68,26,27,0,15,111,50,78,39,21,34,15.5,6.1,8.2,3.5,28883.0,3254.0,5.1,1.6,20.6,4.1,21.9,5.1,18.0,3.1,11.3,6.4,66.9,12.4,1.5,1.2,1.0,1.1,0.0,1.1,5.5,2.5,3.9,2.0,0.3,0.6,0.8199,0.8814,0.6741,0.4013,2.7767,0.8,0.6401,0.6592,0.955,0.8726,3.1269,0.9871,0.2803,0.2803,0.5606,0.2325,0.2834,0.0,0.4045,0.4116,0.4236,1.5231,0.2605,7.9873,0.6645,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,263,155,4.4,2.6,3741
15,HAWAII,HI,15001,Hawaii,15001021902,"Census Tract 219.02, Hawaii County, Hawaii",115.350152817994,4152,549,1445,73,1184,99,584,330,182,109,25023,3107,281,94,922,196,868,218,735,170,63,43,3095,674,185,170,22,28,9,15,79,42,61,28,49,45,14.3,7.2,8.3,5.0,25023.0,3107.0,9.8,2.9,22.2,4.1,20.9,4.5,17.9,4.0,5.3,3.6,74.5,12.9,4.7,4.3,1.5,2.0,0.6,1.0,6.7,3.6,5.2,2.4,1.2,1.1,0.791,0.8878,0.8051,0.7197,3.2036,0.9161,0.7102,0.5828,0.9486,0.4459,2.6875,0.9003,0.3631,0.672,1.0351,0.535,0.3344,0.865,0.4936,0.537,0.6592,2.8892,0.7846,9.8154,0.871,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,273,208,6.7,5.0,2697
15,HAWAII,HI,15001,Hawaii,15001022000,"Census Tract 220, Hawaii County, Hawaii",464.520981071824,2520,354,1045,63,834,82,272,167,83,54,24854,2869,260,101,605,140,532,162,519,131,97,59,1858,393,78,70,9,14,14,21,48,35,26,26,0,11,10.8,6.4,6.6,4.3,24854.0,2869.0,14.6,5.2,24.0,5.8,21.1,5.7,20.6,5.6,11.6,7.1,73.7,11.7,3.4,3.1,0.9,1.4,1.3,2.0,5.8,4.2,3.1,3.1,0.0,0.4,0.672,0.7949,0.8083,0.8854,3.1606,0.9,0.7962,0.6019,0.9904,0.8822,3.2707,1.0,0.3503,0.5605,0.9108,0.4459,0.258,0.9614,0.4236,0.3183,0.0,1.9613,0.4341,9.3034,0.8194,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,62,36,2.5,1.5,1483
15,HAWAII,HI,15001,Hawaii,15001022102,"Census Tract 221.02, Hawaii County, Hawaii",320.697490316856,1510,297,857,76,585,91,257,144,35,26,29469,9831,93,69,366,124,264,125,240,74,34,25,1065,331,54,63,0,15,7,11,32,22,26,30,0,11,17.2,8.3,5.5,4.1,29469.0,9831.0,8.0,5.8,24.2,7.9,17.5,7.5,15.9,4.9,5.8,4.3,70.5,17.0,3.7,4.3,0.0,1.8,0.8,1.3,5.5,3.8,4.4,5.1,0.0,0.7,0.8521,0.7244,0.6326,0.6433,2.8524,0.8226,0.8089,0.328,0.8939,0.4968,2.5276,0.8585,0.3185,0.5924,0.9109,0.449,0.0,0.8971,0.4045,0.4534,0.0,1.755,0.3473,8.0459,0.6742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,33,4.4,2.0,812
15,HAWAII,HI,15001,Hawaii,15001990300,"Census Tract 9903, Hawaii County, Hawaii",0.0,0,11,0,11,0,11,0,11,0,11,-999,-999,0,11,0,11,0,11,0,11,0,15,0,15,0,44,0,15,0,11,0,15,0,11,0,11,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,11,-999.0,-999.0,-999
15,HAWAII,HI,15003,Honolulu,15003000106,"Census Tract 1.06, Honolulu County, Hawaii",3.050384179124,7997,601,3532,55,3145,172,329,178,119,82,53067,5815,72,60,2000,213,1482,358,780,194,233,127,5856,767,270,148,1620,179,0,15,71,57,403,151,5,9,4.1,2.2,2.7,1.8,53067.0,5815.0,1.2,1.0,25.0,3.1,18.5,4.3,9.8,2.4,7.4,4.0,73.2,7.9,3.5,1.9,45.9,5.0,0.0,0.8,2.3,1.8,12.8,4.6,0.1,0.1,0.2219,0.2885,0.0863,0.0573,0.654,0.071,0.8312,0.3949,0.3344,0.6624,2.2229,0.6592,0.3439,0.5732,0.9171,0.4522,0.7994,0.0,0.1624,0.7846,0.3248,2.0712,0.463,5.8652,0.2968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,137,2.9,1.7,3055
15,HAWAII,HI,15003,Honolulu,15003000107,"Census Tract 1.07, Honolulu County, Hawaii",1.073264717888,2678,178,910,22,848,49,59,40,38,23,49471,4782,41,29,592,72,649,84,232,57,40,26,2012,274,8,44,15,26,14,20,9,15,10,12,0,11,2.2,1.5,2.8,1.7,49471.0,4782.0,2.2,1.5,22.1,2.3,24.2,2.7,8.7,2.1,4.7,3.1,75.1,9.0,0.3,1.8,1.6,2.9,1.5,2.2,1.1,1.8,1.2,1.3,0.0,0.4,0.0482,0.3045,0.1278,0.1178,0.5983,0.0516,0.7006,0.7484,0.2154,0.3726,2.037,0.5209,0.3662,0.0541,0.4203,0.1561,0.3439,0.9807,0.0796,0.1158,0.0,1.52,0.254,4.5756,0.1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,52,36,1.9,1.3,795
15,HAWAII,HI,15003,Honolulu,15003000108,"Census Tract 1.08, Honolulu County, Hawaii",0.361006528306,2951,262,1336,35,1210,79,80,59,59,55,58544,7683,8,12,646,84,454,116,219,69,34,29,1852,326,37,51,226,63,0,11,32,32,42,28,0,11,2.7,2.0,3.6,3.2,58544.0,7683.0,0.3,0.5,21.9,3.0,15.4,3.7,7.5,2.3,2.8,2.4,62.8,9.5,1.3,1.8,16.9,4.7,0.0,2.0,2.6,2.6,3.5,2.3,0.0,0.4,0.0804,0.4295,0.0607,0.0287,0.5993,0.0548,0.6975,0.2261,0.135,0.1943,1.2529,0.0675,0.2261,0.2357,0.4618,0.1752,0.6369,0.0,0.1943,0.3826,0.0,1.2138,0.1672,3.5278,0.0226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,26,1.4,0.9,2944
15,HAWAII,HI,15003,Honolulu,15003000110,"Census Tract 1.10, Honolulu County, Hawaii",2.556195626938,4184,245,1449,26,1387,61,167,123,146,78,56393,7897,76,49,954,73,916,122,344,109,97,67,3017,318,38,46,0,15,0,11,23,26,13,20,15,17,4.0,2.9,7.0,3.5,56393.0,7897.0,2.5,1.6,22.8,1.9,21.9,2.6,8.3,2.7,7.0,4.8,72.1,6.3,1.0,1.2,0.0,1.1,0.0,1.9,1.7,1.9,0.9,1.4,0.4,0.4,0.2122,0.8333,0.0639,0.1433,1.2527,0.2226,0.7389,0.6592,0.1704,0.6242,2.1927,0.627,0.3344,0.1847,0.5191,0.2102,0.0,0.0,0.1178,0.09,0.4522,0.66,0.0675,4.6245,0.1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0.3,0.4,1380
15,HAWAII,HI,15003,Honolulu,15003000111,"Census Tract 1.11, Honolulu County, Hawaii",1.13120936164,4605,294,1500,50,1413,75,131,115,8,13,49018,6750,82,46,1073,145,1025,134,285,93,41,31,3838,333,79,61,0,15,0,11,60,34,41,31,20,8,2.9,2.5,0.3,0.5,49018.0,6750.0,2.5,1.3,23.3,2.6,22.3,2.5,6.2,2.0,2.9,2.3,83.3,4.9,1.9,1.4,0.0,1.0,0.0,1.8,4.2,2.4,2.9,2.2,0.4,0.2,0.0932,0.0256,0.1342,0.1433,0.3963,0.0032,0.7707,0.6815,0.0643,0.2038,1.7203,0.2926,0.5223,0.3535,0.8758,0.4204,0.0,0.0,0.2866,0.299,0.4522,1.0378,0.1383,4.0302,0.0452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,37,0.9,0.8,1678
15,HAWAII,HI,15003,Honolulu,15003000112,"Census Tract 1.12, Honolulu County, Hawaii",0.640909628798,5398,389,2063,40,1929,116,150,135,22,25,48880,4660,104,62,1468,240,1054,186,389,113,24,28,4176,514,278,145,522,111,0,15,52,57,31,36,26,14,2.8,2.5,0.9,1.0,48880.0,4660.0,2.5,1.5,27.2,4.6,19.5,3.1,7.2,2.1,1.2,1.5,77.4,7.7,5.3,2.8,25.3,5.4,0.0,1.3,2.7,3.0,1.6,1.9,0.5,0.3,0.0836,0.0545,0.1374,0.1433,0.4188,0.0065,0.9013,0.4682,0.1254,0.0764,1.5713,0.1801,0.4172,0.7038,1.121,0.5732,0.7134,0.0,0.2102,0.1511,0.4809,1.5556,0.2733,4.6667,0.1452,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,22,34,0.4,0.6,3437
15,HAWAII,HI,15003,Honolulu,15003000114,"Census Tract 1.14, Honolulu County, Hawaii",0.473366071326,1562,211,631,18,474,48,82,75,5,8,74257,12668,22,16,419,70,379,115,108,47,0,15,836,245,21,44,3,12,0,11,3,12,15,15,0,11,5.2,4.8,0.7,1.2,74257.0,12668.0,1.9,1.3,26.8,4.3,24.3,6.6,6.9,3.0,0.0,3.3,53.5,13.9,1.5,3.1,0.5,1.9,0.0,4.3,0.6,2.6,3.2,3.3,0.0,0.7,0.3055,0.0449,0.0224,0.0987,0.4715,0.0129,0.8854,0.7516,0.0932,0.0,1.7302,0.299,0.1306,0.2803,0.4109,0.1465,0.1943,0.0,0.0478,0.3344,0.0,0.5765,0.045,3.1891,0.0129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,1.5,1.2,738
15,HAWAII,HI,15003,Honolulu,15003000200,"Census Tract 2, Honolulu County, Hawaii",3.876480296284,5364,372,1928,48,1686,111,103,76,45,34,49637,4018,173,82,1185,144,1071,195,502,120,61,45,4066,471,87,76,0,21,16,13,38,43,28,26,90,33,1.9,1.4,1.6,1.2,49637.0,4018.0,4.3,2.0,22.1,2.3,20.0,3.4,9.5,2.1,3.6,2.7,75.8,7.0,1.7,1.5,0.0,1.1,0.8,0.7,2.3,2.6,1.7,1.5,1.7,0.6,0.0289,0.1378,0.1214,0.3089,0.597,0.0484,0.7006,0.5127,0.3055,0.2866,1.8054,0.3698,0.3822,0.3153,0.6975,0.3089,0.0,0.8971,0.1624,0.164,0.7166,1.9401,0.4212,5.04,0.1839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,65,2.6,1.1,2650
15,HAWAII,HI,15003,Honolulu,15003000301,"Census Tract 3.01, Honolulu County, Hawaii",3.265274652652,3163,292,1174,30,1051,69,163,88,23,17,62412,9363,86,49,674,162,516,157,306,106,18,22,2420,342,121,71,0,15,7,12,5,13,44,31,5,4,5.2,2.8,1.4,1.0,62412.0,9363.0,3.5,2.0,21.3,4.8,16.3,4.7,9.8,3.3,1.7,2.2,76.5,8.2,4.0,2.3,0.0,1.3,0.6,1.0,0.5,1.3,4.2,2.9,0.2,0.1,0.3055,0.0962,0.0383,0.2166,0.6566,0.0742,0.6656,0.258,0.3344,0.1146,1.3726,0.1061,0.3981,0.621,1.0191,0.5255,0.0,0.865,0.0446,0.4373,0.3726,1.7195,0.328,4.7678,0.1581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,31,1.3,1.0,976
15,HAWAII,HI,15003,Honolulu,15003000302,"Census Tract 3.02, Honolulu County, Hawaii",0.749202359452,2920,277,996,55,900,77,47,33,28,28,51062,6772,67,49,830,102,572,139,452,126,49,44,2482,309,44,57,0,15,0,11,42,44,36,28,28,18,1.6,1.1,2.1,2.1,51062.0,6772.0,3.0,2.1,28.4,3.4,19.6,4.4,15.5,4.0,5.4,4.9,85.0,6.9,1.6,2.1,0.0,1.6,0.0,2.7,4.7,4.9,4.0,3.1,1.0,0.6,0.0225,0.1923,0.0958,0.172,0.4826,0.0194,0.9236,0.4777,0.8714,0.4618,2.7345,0.91,0.5732,0.293,0.8662,0.4108,0.0,0.0,0.3376,0.4212,0.621,1.3798,0.2154,5.4631,0.2258,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26,27,0.9,0.9,1880
15,HAWAII,HI,15003,Honolulu,15003000401,"Census Tract 4.01, Honolulu County, Hawaii",2.384979467242,2441,283,1030,26,945,64,77,50,17,19,60967,6488,122,60,889,116,433,126,265,75,38,30,1925,305,23,45,80,47,10,14,11,20,35,30,74,61,3.2,2.1,1.5,1.6,60967.0,6488.0,6.4,2.9,36.4,4.4,17.7,4.7,11.1,3.0,4.0,3.2,78.9,8.5,1.0,2.0,7.8,4.6,1.0,1.4,1.2,2.1,3.7,3.2,3.0,2.5,0.1318,0.1154,0.0447,0.5127,0.8046,0.1065,0.9841,0.3439,0.4695,0.3057,2.1032,0.5691,0.449,0.1847,0.6337,0.2866,0.5096,0.9421,0.086,0.3987,0.8025,2.7389,0.7299,6.2804,0.3742,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2,26,31,1.1,1.3,1614
15,HAWAII,HI,15003,Honolulu,15003000402,"Census Tract 4.02, Honolulu County, Hawaii",1.161116436458,3687,251,1412,37,1265,65,120,75,25,27,70265,7175,67,53,923,123,683,145,260,72,28,23,2887,334,65,63,10,20,0,11,15,22,0,11,0,11,3.3,2.0,1.1,1.3,70265.0,7175.0,2.3,1.9,25.0,3.6,18.5,3.7,7.1,2.0,2.2,1.8,78.3,7.3,1.9,1.8,0.7,1.4,0.0,1.9,1.2,1.8,0.0,2.1,0.0,0.3,0.1415,0.0673,0.0288,0.1306,0.3682,0.0,0.8312,0.3949,0.1093,0.1497,1.4851,0.1447,0.4331,0.3535,0.7866,0.3726,0.2389,0.0,0.086,0.0,0.0,0.3249,0.0096,2.9648,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,47,1.4,1.3,1652
15,HAWAII,HI,15003,Honolulu,15003000500,"Census Tract 5, Honolulu County, Hawaii",1.112032833606,3610,394,1698,51,1298,118,274,132,50,36,69049,13086,43,51,1023,195,554,136,359,124,43,50,2236,519,257,134,282,77,5,18,42,33,12,18,0,11,7.6,3.5,3.0,2.1,69049.0,13086.0,1.6,1.9,28.3,5.8,15.3,3.4,10.0,3.2,3.3,3.9,61.9,12.7,7.2,3.7,16.6,4.6,0.3,1.1,3.2,2.6,0.9,1.4,0.0,0.3,0.4566,0.3301,0.0319,0.0796,0.8982,0.129,0.9204,0.2166,0.3537,0.2516,1.7423,0.3055,0.2134,0.7771,0.9905,0.5064,0.6306,0.7781,0.2389,0.09,0.0,1.7376,0.3408,5.3686,0.2194,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,86,82,2.4,2.2,5220
15,HAWAII,HI,15003,Honolulu,15003000600,"Census Tract 6, Honolulu County, Hawaii",1.192997650802,1319,146,568,37,486,52,170,77,23,35,99350,29127,6,9,327,38,212,57,87,39,7,14,744,187,30,46,0,15,0,11,6,14,24,25,0,11,12.9,5.7,3.5,5.1,99350.0,29127.0,0.6,0.9,24.8,3.7,16.1,3.9,6.7,3.2,1.4,3.1,56.4,12.8,2.4,3.7,0.0,2.7,0.0,4.7,1.2,3.1,4.9,5.1,0.0,0.8,0.7621,0.4199,0.0,0.035,1.217,0.2194,0.828,0.2548,0.0868,0.0924,1.262,0.0707,0.1656,0.4459,0.6115,0.2611,0.0,0.0,0.086,0.5145,0.0,0.6005,0.0514,3.691,0.0258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,47,5.0,3.4,1592
15,HAWAII,HI,15003,Honolulu,15003000700,"Census Tract 7, Honolulu County, Hawaii",0.37393592598,3171,260,1111,24,1011,74,132,87,26,21,37406,3560,95,57,802,127,533,120,502,123,56,40,2980,275,89,68,7,14,0,11,40,34,63,44,69,47,4.2,2.7,1.6,1.3,37406.0,3560.0,3.9,2.3,25.3,3.6,16.8,3.5,16.0,3.7,5.5,4.0,94.0,4.0,2.9,2.2,0.6,1.3,0.0,2.4,4.0,3.4,6.2,4.3,2.2,1.5,0.2315,0.1378,0.3546,0.2643,0.9882,0.1613,0.8503,0.2898,0.9003,0.4745,2.5149,0.8521,0.8917,0.5096,1.4013,0.758,0.2197,0.0,0.2707,0.5949,0.758,1.8433,0.3762,6.7477,0.4355,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,66,42,2.1,1.3,2174
15,HAWAII,HI,15003,Honolulu,15003000800,"Census Tract 8, Honolulu County, Hawaii",0.4332257491,3417,369,1346,50,1159,98,126,71,47,36,42589,4817,203,88,891,133,440,108,233,86,14,24,2910,396,308,114,32,30,0,11,21,25,41,33,134,77,3.8,2.2,2.4,1.9,42589.0,4817.0,7.3,3.1,26.1,3.7,12.9,2.8,7.1,2.4,1.2,2.1,85.2,7.1,9.2,3.3,2.4,2.2,0.0,2.0,1.8,2.2,3.5,2.8,3.9,2.2,0.1897,0.2468,0.23,0.6051,1.2716,0.2258,0.8758,0.1369,0.1093,0.0764,1.1984,0.0547,0.586,0.8471,1.4331,0.7739,0.3885,0.0,0.1274,0.3826,0.8376,1.7361,0.3376,5.6392,0.2516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,57,1.7,1.7,2107
15,HAWAII,HI,15003,Honolulu,15003000901,"Census Tract 9.01, Honolulu County, Hawaii",0.324670469086,2631,313,1343,62,1217,105,107,68,18,27,50401,7954,37,43,926,116,406,124,510,139,55,39,2027,335,67,62,662,97,0,11,25,27,182,84,0,11,4.1,2.6,1.4,2.1,50401.0,7954.0,1.8,2.1,35.2,5.1,15.4,4.3,19.4,5.0,4.5,3.2,77.0,8.9,2.6,2.4,49.3,6.9,0.0,2.0,2.1,2.3,15.0,6.5,0.0,0.4,0.2219,0.0962,0.1054,0.0892,0.5127,0.0355,0.9777,0.2261,0.9871,0.3471,2.538,0.8682,0.4076,0.4682,0.8758,0.4204,0.828,0.0,0.1497,0.8199,0.0,1.7976,0.3537,5.7241,0.271,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,53,39,2.0,1.4,1727
15,HAWAII,HI,15003,Honolulu,15003000902,"Census Tract 9.02, Honolulu County, Hawaii",0.575229045374,4171,369,1603,54,1373,94,262,141,96,64,49598,5799,100,56,1148,158,713,137,355,122,59,40,2943,429,66,62,18,28,0,11,24,24,67,44,110,96,6.4,3.4,4.5,2.9,49598.0,5799.0,3.1,1.7,27.5,3.5,17.1,2.9,8.8,2.8,4.3,2.9,70.6,8.2,1.6,1.6,1.1,1.8,0.0,1.7,1.7,1.8,4.9,3.2,2.6,2.3,0.3859,0.609,0.1246,0.1975,1.317,0.2484,0.9045,0.3089,0.2347,0.328,1.7761,0.3441,0.3217,0.293,0.6147,0.2707,0.293,0.0,0.1178,0.5145,0.7771,1.7024,0.3215,5.4102,0.2226,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,92,74,2.3,1.8,1428
15,HAWAII,HI,15003,Honolulu,15003000903,"Census Tract 9.03, Honolulu County, Hawaii",0.238664704178,3023,341,1125,46,1008,75,144,90,28,26,44984,5514,81,51,674,130,425,87,266,93,44,35,2502,393,75,73,8,17,29,45,11,20,30,25,0,11,4.8,2.8,1.5,1.4,44984.0,5514.0,3.6,2.3,22.3,4.6,14.1,2.4,8.8,3.0,4.4,3.5,82.8,9.1,2.6,2.5,0.7,1.6,2.6,4.0,1.1,2.0,3.0,2.5,0.0,0.4,0.2765,0.1154,0.2013,0.2357,0.8289,0.1129,0.7197,0.172,0.2347,0.3344,1.4608,0.1415,0.5159,0.4682,0.9841,0.5,0.2389,0.9936,0.0796,0.3055,0.0,1.6176,0.2958,4.8914,0.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,37,36,1.2,1.2,1483
15,HAWAII,HI,15003,Honolulu,15003001000,"Census Tract 10, Honolulu County, Hawaii",3.24696917073,3443,422,1166,34,1046,90,242,124,84,48,34631,3565,301,145,880,210,432,146,510,198,33,30,2951,436,40,57,14,23,0,11,19,21,80,67,136,162,7.1,3.4,4.5,2.7,34631.0,3565.0,10.9,5.5,25.6,5.1,12.5,4.0,15.0,5.3,3.2,2.9,85.7,7.1,1.2,1.8,1.2,2.0,0.0,2.3,1.8,2.0,7.6,6.1,4.0,4.7,0.4244,0.609,0.4665,0.7675,2.2674,0.6097,0.8567,0.1178,0.8232,0.2325,2.0302,0.5048,0.6019,0.2134,0.8153,0.3854,0.3057,0.0,0.1274,0.672,0.8471,1.9522,0.4277,7.0651,0.4935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,38,1.7,1.1,1186
15,HAWAII,HI,15003,Honolulu,15003001100,"Census Tract 11, Honolulu County, Hawaii",0.319322956386,3415,424,1161,51,1124,68,839,389,73,54,23944,3900,392,172,661,149,652,301,486,145,56,51,3013,442,323,160,151,77,0,11,127,77,247,85,8,4,24.6,10.0,4.3,3.3,23944.0,3900.0,15.9,6.7,19.4,5.1,19.1,8.5,14.2,4.7,5.0,4.6,88.2,6.9,10.0,4.9,13.0,6.6,0.0,2.3,11.3,6.9,22.0,7.6,0.2,0.1,0.9389,0.5769,0.8275,0.9172,3.2605,0.9258,0.551,0.4459,0.7685,0.4076,2.173,0.6206,0.6975,0.8694,1.5669,0.8439,0.5732,0.0,0.7166,0.8842,0.3726,2.5466,0.6527,9.547,0.8355,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,162,86,4.7,2.5,2076
15,HAWAII,HI,15003,Honolulu,15003001201,"Census Tract 12.01, Honolulu County, Hawaii",0.20589661354,3227,433,1212,29,1062,88,142,81,51,40,36070,4561,147,64,655,89,476,193,466,171,25,24,2982,438,130,68,245,88,0,11,131,82,76,52,0,11,4.4,2.4,3.0,2.5,36070.0,4561.0,5.8,2.5,20.3,3.3,14.8,5.6,14.4,4.7,2.4,2.3,92.4,5.6,4.2,2.1,20.2,7.3,0.0,2.2,12.3,7.7,7.2,4.8,0.0,0.3,0.2412,0.3301,0.4121,0.449,1.4324,0.2742,0.6146,0.2038,0.7846,0.1624,1.7654,0.3215,0.8662,0.6369,1.5031,0.8121,0.6783,0.0,0.7452,0.6495,0.0,2.073,0.4662,6.7739,0.4387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32,0.7,1.0,2670
15,HAWAII,HI,15003,Honolulu,15003001202,"Census Tract 12.02, Honolulu County, Hawaii",0.201053736154,2805,509,1087,40,941,107,239,144,45,34,34666,5296,142,68,624,78,414,173,321,91,62,44,2496,526,97,72,54,37,0,11,33,34,52,38,32,21,8.6,4.6,2.9,2.4,34666.0,5296.0,7.2,3.1,22.2,3.9,14.8,5.6,11.4,3.2,6.6,4.6,89.0,9.6,3.6,2.6,5.0,3.4,0.0,2.5,3.5,3.7,5.5,4.0,1.1,0.7,0.5305,0.3173,0.4633,0.5764,1.8875,0.4419,0.7102,0.2038,0.5241,0.5924,2.0305,0.508,0.7389,0.5828,1.3217,0.6975,0.465,0.0,0.2516,0.5563,0.6465,1.9194,0.4051,7.1591,0.5161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,60,2.8,2.1,746
15,HAWAII,HI,15003,Honolulu,15003001300,"Census Tract 13, Honolulu County, Hawaii",0.358333930262,4556,371,1663,66,1539,118,388,173,74,51,37545,6046,260,115,986,130,545,109,478,166,44,31,4015,434,359,147,263,95,0,11,75,42,158,73,132,80,8.6,3.7,2.7,2.0,37545.0,6046.0,7.2,3.1,21.6,2.4,12.0,2.2,10.5,3.6,2.9,2.1,88.1,6.3,8.1,3.2,15.8,5.7,0.0,1.6,4.9,2.7,10.3,4.6,2.9,1.7,0.5305,0.2885,0.3482,0.5764,1.7436,0.3871,0.6879,0.1019,0.4148,0.2038,1.4084,0.1158,0.6911,0.8025,1.4936,0.8025,0.6178,0.0,0.3599,0.7395,0.793,2.5102,0.6431,7.1558,0.5129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,64,1.9,1.4,5213
15,HAWAII,HI,15003,Honolulu,15003001400,"Census Tract 14, Honolulu County, Hawaii",0.194857185156,2716,225,932,36,876,54,130,59,62,39,39456,4117,260,115,552,74,409,90,333,77,30,20,2372,255,304,98,4,12,0,11,36,23,40,22,0,11,4.8,2.2,4.1,2.7,39456.0,4117.0,12.2,5.1,20.3,2.9,15.1,3.1,12.3,2.7,3.4,2.3,87.3,6.0,11.6,3.6,0.4,1.3,0.0,2.9,4.1,2.6,4.6,2.5,0.0,0.4,0.2765,0.5513,0.3003,0.8248,1.9529,0.4774,0.6146,0.2134,0.6334,0.2643,1.7257,0.2958,0.6656,0.8981,1.5637,0.8408,0.1815,0.0,0.2771,0.4855,0.0,0.9441,0.1093,6.1864,0.3516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,49,2.8,1.7,1081
